time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
50.23,1.65243814118463,-11.9056479849527,-28.6765773119735,0.904001040510486,-7.6933731568013,21.001603682921,6.15788983520538,-7.99177500320624,-18.5187505408795,-8.80328029864311,-1.13123986618155,7.88960544722201
50.235,1.49771015780586,-11.9927811951836,-28.6124827105882,0.787729775800739,-7.58544831982622,21.0228508543433,5.81386290812569,-7.89187833972576,-18.5489745786931,-8.6187642187754,-1.15893577326853,7.79603214718606
50.24,1.35873493877847,-12.0856245131218,-28.5297759060888,0.648410866570653,-7.46777012056362,21.0300834925953,5.46946959721379,-7.79085212398882,-18.5899049000223,-8.42782874648609,-1.19366184860261,7.7088051144334
50.245,1.23410841928474,-12.1832960757179,-28.4295857221011,0.488711112474093,-7.3411446105056,21.0235446130236,5.12471264290904,-7.68890525745181,-18.6414147664326,-8.2300319936418,-1.23508434626621,7.62868038664682
50.25,1.12232098779167,-12.2848376564735,-28.3132481325775,0.311430992741514,-7.20645295456496,21.0036921563653,4.77962644990189,-7.58630656490324,-18.7032818323797,-8.0250608207353,-1.28277759957761,7.55637583613983
50.255,1.0217783343494,-12.3892294031756,-28.1822858859251,0.11946718324788,-7.06463986176928,20.9711865791382,4.43427925637674,-7.48338022066287,-18.7751878791788,-7.81273730231624,-1.33623361840318,7.49255687893385
50.26,0.930824154529509,-12.4954059792921,-28.0383847776452,-0.0842263794889389,-6.91670086402007,20.9268742245752,4.0887759938667,-7.38050012614664,-18.8567193893484,-7.5930238906388,-1.39487252388728,7.4378228333187
50.265,0.847764381328058,-12.6022737270234,-27.8833670125554,-0.296678121752769,-6.76366875812636,20.8717667798318,3.74326184352944,-7.27808337039544,-18.9473690269899,-7.36602712011142,-1.45805359779993,7.39269423543843
50.27,0.77089257023647,-12.7087284491932,-27.7191621692638,-0.514938371773776,-6.60659953782375,20.80701723796,3.39792644288826,-7.17658292130419,-19.0465380897897,-7.13199970334077,-1.5250867238827,7.35760139586949
50.275,0.698516013608636,-12.8136733990074,-27.5477763380984,-0.736118054599164,-6.44655814236443,20.7338928888902,3.05300863579401,-7.07647970606063,-19.1535399975697,-6.89134088165286,-1.59524400552664,7.33287445054635
50.28,0.628982113192798,-12.9160370705517,-27.3712600480227,-0.95742581185937,-6.28460433742707,20.6537459583898,2.70880159268348,-6.9782742453241,-19.2676048797278,-6.64459490966101,-1.66777135652939,7.31873512390495
50.285,0.560704498664514,-13.0147903975377,-27.1916756276071,-1.17620286117623,-6.12177902411249,20.5679825940317,2.36565806409928,-6.88247800779661,-19.3878853177108,-6.3924475750664,-1.74189987798544,7.31529038403323
50.29,0.492188349251395,-13.1089629918771,-27.0110646595377,-1.3899549705843,-5.95909124455496,20.4780309597073,2.02399547346235,-6.78960465083144,-19.513463287386,-6.13572068134399,-1.81685685315875,7.32252813087252
